15.59,52.75,,59.93
,43.02,1012.18,57.07
14.05,,1011.52,66.21
32.35,77.95,,60.88
21.41,,1007.03,
10.61,,1008.8,100.13
19.13,40.79,1004.47,
17.28,44.06,,66.93
,50.78,1008.78,61.88
,,1006.08,47.74
,41.16,,89.19
,,1015.13,61.66
,59.21,1018.3,91.55
26.69,70.36,1006.82,68.29
12.28,40.55,1005.72,
14.46,,1007.64,67.03
30.54,70.17,,64.32
27.58,66.48,,
,73.21,1001.43,69.86
26.23,59.87,,66.62
,35.76,1019.02,
14.73,39.82,1012.67,
12.36,48.04,1012.8,93.59
9.52,40.96,,86.49
,,,86.3
23.81,73.17,1012.13,86.13
,,1008.55,81.68
23.58,,1009.68,81.38
20.78,,1018.66,
19.68,68.28,1002.62,
14.12,40.92,1022.46,73.28
,,,75.18
,39.37,,74.17
19.98,,1020.22,73.53
21.71,60.27,1015.74,89.76
23.02,59.21,1011.74,83.18
,69.51,1009.65,58.38
10.46,37.5,1013.12,76.74
,62.66,,52.83
25.56,,,69.29
19.69,39.72,1001.49,60.34
31.37,76.86,997.34,
14.17,,1013.4,
,43.71,,80.37
25.3,71.58,1010.18,87.36
7.09,39.37,,73.26
6.07,41.14,1027.57,
9.86,38.38,1018.22,85.35
14.73,,1011.15,65.2
,74.33,,
6.14,38.5,1012.4,
27.92,69.23,,44.43
25.63,58.86,,52.75
,,1006.37,90.11
,65.71,1014.67,59.29
24.44,69.84,1005.34,80.37
11.33,41.5,1013.58,88.7
,,1019.02,44.28
21.14,48.78,1020.39,
,,,62.25
23.07,,1008.64,
25.95,,1016.42,
16.44,43.96,1013.66,76.31
,,,
,39.52,1017.53,72.0
20.51,63.86,,75.36
24.1,52.84,,47.58
9.38,40.46,,75.77
,71.94,1008.25,
,68.14,1003.59,43.88
,44.78,,35.9
28.69,,,
,44.03,,88.11
17.37,41.23,998.79,68.44
14.84,41.48,1017.26,63.42
27.88,68.94,1007.68,75.68
17.83,43.72,,
7.64,42.28,1008.46,84.29
25.67,74.78,,68.87
23.1,51.3,,80.05
27.13,,1013.9,51.16
,,1009.73,82.95
,,1013.19,
13.5,44.92,1023.87,87.17
11.97,41.04,1026.42,70.75
18.11,,1016.61,
24.1,71.29,,67.56
20.29,65.27,1013.17,74.94
21.82,65.27,1013.86,72.81
29.45,,1018.12,50.68
10.87,38.38,1020.85,69.78
,39.53,1008.28,
,58.95,1017.19,56.24
,45.09,1012.95,
26.49,61.86,1012.55,
8.25,,,91.84
12.8,44.9,1007.58,66.6
17.08,40.12,1012.17,
31.4,,1008.44,74.77
,44.71,,
21.22,,1014.68,59.71
,,1012.44,60.91
,51.19,,90.23
14.56,,,
10.22,41.74,1022.65,83.58
29.12,,1008.05,46.86
,39.16,,69.13
26.19,49.3,,65.88
23.65,66.05,1019.6,78.21
,,,70.68
19.69,56.65,1020.84,
33.71,,1013.09,42.62
32.14,75.08,1005.35,49.92
29.28,77.17,,
7.01,,1021.47,62.84
30.47,68.24,1009.55,64.98
29.13,47.93,1002.5,49.1
11.86,39.85,1013.0,66.92
26.16,52.36,1013.62,58.52
10.56,39.13,1010.19,87.12
8.58,40.72,1022.04,
14.26,,1022.07,73.96
23.48,73.67,,88.49
5.54,,1008.69,95.91
,43.99,1021.65,81.17
,67.25,,53.09
10.63,39.61,,72.42
30.36,,1008.96,
29.56,70.4,1006.49,
,56.53,1020.48,76.43
27.55,64.96,999.73,
31.44,79.74,1006.95,56.99
25.35,74.33,1015.29,77.84
4.11,38.44,,81.79
30.59,70.04,1010.28,
,48.79,1017.62,
,,1021.59,81.74
,40.77,,89.4
,,,99.91
7.99,41.38,1021.95,
22.29,45.01,1012.4,51.58
,36.3,1015.14,58.71
,,1012.64,75.97
,49.21,1012.34,56.8
30.65,,1004.92,
,40.73,,
27.76,71.97,,86.97
16.7,40.56,,50.9
5.35,,1027.12,80.81
11.57,41.38,1021.71,61.49
,73.03,,
,40.66,,89.23
,41.04,,
22.12,47.93,,84.47
21.33,,1016.17,
,,1010.19,
6.8,39.37,1020.24,73.29
,,,
23.99,68.12,1012.92,70.68
,54.2,1012.9,
31.59,62.7,,
24.06,69.94,1005.47,60.46
27.28,44.89,,49.9
23.69,71.97,,
,,1010.17,100.15
22.61,49.3,,83.02
21.84,45.09,1013.94,
9.2,39.82,,91.25
17.75,49.25,1020.86,63.67
7.53,,1018.58,64.85
16.76,45.09,1014.28,57.71
,,1016.35,72.02
,44.45,1021.39,84.49
26.63,61.47,1008.18,
6.72,39.85,,84.66
9.44,,1020.31,
,,1022.67,
18.31,62.1,1020.38,79.02
,,1007.76,
34.33,,,37.9
14.85,,1025.38,
29.33,64.84,1010.76,53.32
8.77,40.46,1019.68,77.84
,38.91,1017.93,83.45
,,1005.69,81.66
4.88,,1012.66,
,,,58.88
13.04,45.09,,87.68
29.47,71.32,1008.07,67.0
18.91,56.9,,84.07
24.86,44.05,1005.69,66.65
,,,87.43
,42.34,1018.17,94.67
21.32,49.02,1008.81,85.81
24.26,67.69,,
20.01,43.77,1012.13,65.53
,59.04,1012.28,95.71
17.43,63.09,1019.87,
27.86,65.18,1012.87,55.53
20.74,59.8,1015.46,76.39
27.73,67.69,,
,41.44,,80.09
28.5,79.74,1006.75,
21.39,52.3,1009.2,79.77
14.54,46.18,,
,65.34,1014.68,46.86
,,1007.64,59.42
21.63,60.84,,77.53
,,999.8,89.12
,,,74.74
,43.52,,
,58.05,1011.31,
24.02,64.63,,55.17
,75.33,1001.81,61.97
12.97,49.83,1008.69,
15.89,,1014.02,75.24
9.25,41.26,1020.51,91.21
15.99,43.5,1021.34,73.22
,,1019.64,76.98
,,1018.73,75.88
27.15,59.21,,51.71
,64.15,1021.09,70.88
28.16,61.47,,62.53
,74.34,1001.74,
31.98,,1010.49,58.01
15.21,43.56,1012.92,56.61
,42.34,1017.95,93.83
10.32,42.02,998.27,99.12
22.46,58.49,1011.5,70.54
,68.08,1011.23,56.23
22.3,,1008.48,67.58
,70.32,1009.17,90.57
,43.8,1022.61,
24.96,68.12,1011.27,
5.91,39.33,1010.18,95.53
,40.07,,67.7
21.47,60.93,,87.83
10.16,39.3,,81.21
17.29,,,77.56
17.46,40.22,1006.7,91.96
11.56,40.43,1025.48,74.75
7.51,41.01,1024.61,97.41
,38.58,1015.41,73.42
9.27,42.02,1004.29,
,,,65.09
,,1015.54,83.16
,41.5,1014.13,86.8
,,,57.08
,41.1,1001.91,41.79
,41.79,1006.24,79.42
29.97,69.14,1007.92,66.74
9.8,41.82,,
9.01,38.56,,63.61
24.71,61.9,1013.78,
20.57,,1016.76,
,65.48,,59.02
21.41,50.32,1008.61,84.47
,59.15,1013.02,55.18
23.49,,1008.46,66.18
20.0,63.31,1017.06,
13.4,,,71.17
,60.08,,
21.03,,1010.21,95.69
5.15,45.87,,98.36
17.16,58.86,,86.39
24.59,,,88.52
23.05,65.94,,69.73
,37.5,,95.26
,43.02,1011.98,45.74
25.56,70.32,,90.63
13.78,41.16,1021.65,
,,,61.78
32.09,79.74,,
25.16,,1000.73,86.4
14.63,40.0,1018.03,63.4
5.7,40.35,1012.18,
,74.9,1003.67,76.32
22.3,57.19,1006.4,
27.71,72.99,1007.18,72.68
,45.01,1012.25,
19.66,42.18,1001.51,95.75
10.02,,1021.93,
23.97,68.67,1006.63,
,38.91,1015.58,90.11
,69.4,1003.69,62.89
24.12,,1013.83,
,,,91.23
,,1017.88,88.35
9.68,41.06,1022.75,87.44
17.48,,1021.51,84.53
28.76,,1006.07,
,,1013.18,
,72.99,1008.2,86.8
20.36,66.05,1015.86,87.19
15.34,40.73,1018.03,
9.55,,1023.12,68.06
13.45,41.16,1022.04,82.96
,,1011.99,
28.15,72.99,1007.62,70.03
15.42,40.56,1021.23,59.37
,74.33,1012.31,35.66
,78.05,,
,,1010.44,
13.6,,,
18.68,46.0,1002.2,97.17
,,,75.54
23.37,70.94,1008.01,81.28
19.62,43.56,1012.89,37.6
,39.39,1012.92,82.41
24.88,63.91,1009.41,77.75
20.67,63.56,1013.27,
,73.56,1006.77,45.92
19.15,44.89,1009.6,
,70.47,1007.73,76.48
18.86,42.18,1001.16,98.58
25.1,,1005.83,72.53
,43.41,1018.4,
26.53,65.18,1012.77,
26.05,46.21,1011.31,
25.45,,1015.53,80.95
8.14,39.96,1023.41,88.86
31.95,,,61.58
,,1007.39,75.78
7.69,43.02,1014.51,85.23
15.3,43.67,1011.75,
,70.32,1009.94,52.67
,74.87,1010.18,65.15
,39.64,1010.45,
,79.74,1006.92,
24.22,61.86,1013.39,80.11
5.67,45.87,1008.91,93.29
,68.61,1011.15,76.62
,,1014.27,40.77
11.32,36.18,1015.03,64.68
,53.82,,62.59
23.53,,1005.63,78.4
,66.54,1004.67,
20.42,60.77,1017.65,
,69.71,1009.39,
,74.93,1016.11,
9.68,,1018.24,
16.73,54.3,,59.44
7.8,,1018.46,66.5
23.29,65.61,1014.81,70.27
28.93,72.99,,64.41
16.75,,1013.81,
21.47,58.79,1017.0,
25.98,68.12,,66.86
16.34,36.99,,
,69.34,,82.87
12.41,41.44,1015.46,
24.2,60.77,1016.92,71.65
,,1015.9,78.31
31.53,70.94,1007.11,50.04
17.42,,1016.63,82.15
6.92,39.61,1018.64,
8.34,,,83.75
32.07,67.83,1007.91,41.61
27.18,64.79,1016.27,
9.24,41.4,1030.72,
13.48,46.18,1018.15,88.38
,61.02,1009.56,79.41
28.62,68.24,1010.15,
25.11,62.26,1011.12,78.01
,,1012.68,72.51
,,1017.92,50.61
15.24,,1013.01,74.24
22.71,75.23,,76.86
13.98,39.18,1009.61,89.12
17.89,,,
,44.58,1016.49,80.76
15.54,41.96,1011.78,
,54.9,,
6.17,,1028.68,90.59
26.42,59.54,1007.02,76.28
14.6,44.47,,
,72.39,998.47,76.05
,43.71,1025.63,90.7
,40.83,1007.97,90.63
23.48,60.23,1011.91,79.48
10.16,,1005.69,58.04
,66.56,1006.63,
,41.74,1020.24,78.62
25.21,75.6,,69.84
20.72,,1008.96,72.57
26.17,59.92,1010.01,73.75
17.48,44.2,1018.89,61.51
29.67,73.67,1006.48,64.98
,71.73,,69.45
12.08,,1019.45,78.3
25.3,70.98,1007.22,95.1
,39.64,,
,43.8,1023.18,61.21
,51.61,1010.11,80.7
20.06,44.9,,70.06
,39.42,1025.89,70.53
8.51,38.5,1013.33,
,,,85.6
14.52,44.84,1023.51,88.51
7.87,,1014.67,83.58
7.14,44.71,1019.98,
,,1020.27,85.69
,40.22,1011.13,
20.74,58.2,,70.66
,67.48,1009.96,
26.67,70.94,,
28.24,71.58,1010.1,
11.98,39.35,1014.97,98.05
30.91,69.75,1010.23,59.36
23.23,63.31,1012.52,75.1
30.13,78.05,1010.99,61.5
,65.59,1014.9,77.0
14.38,45.09,,86.1
10.07,40.46,1018.65,
10.48,41.38,,65.22
,41.17,1020.12,
13.25,,1010.8,77.81
26.92,51.43,1012.29,59.33
12.76,,,49.34
30.2,73.67,1006.31,
10.72,41.38,1021.6,63.77
17.39,46.21,1013.94,82.73
30.97,,1005.61,50.88
28.16,71.94,1007.69,
28.84,,1013.99,76.05
,64.45,1014.69,51.43
,39.72,1018.46,60.62
,42.07,,
16.61,45.87,,97.93
20.96,61.27,1019.99,67.32
,69.98,1013.3,55.13
,44.57,1008.72,
26.49,78.92,,
,,1014.17,43.02
,70.4,1003.72,53.98
20.13,40.33,1005.31,85.42
21.41,,1007.84,88.83
,,1010.11,66.37
,58.9,1003.86,
25.21,51.43,1006.43,78.55
32.06,75.33,1001.96,
25.04,51.95,1005.56,66.53
13.31,40.1,1014.81,
29.68,64.33,1011.2,57.73
,44.71,1014.51,50.0
18.77,49.39,1021.06,82.95
13.56,,,
,66.51,1014.94,71.83
26.5,,1017.03,61.34
23.67,,1011.22,90.45
8.64,41.66,1014.14,
20.2,50.9,,77.63
5.04,40.64,,93.63
23.59,59.43,,65.8
,58.16,1016.36,82.26
6.02,,,83.53
30.05,56.9,,41.96
,68.14,1004.31,
26.03,64.44,1012.75,62.24
26.38,49.5,,37.19
5.66,40.62,1015.87,84.97
,,1008.54,58.25
,,1013.73,
,,1013.81,
20.94,58.16,1016.88,
20.64,,1014.86,58.47
,60.07,1014.94,70.02
13.22,44.92,1023.84,87.99
33.6,77.17,1009.01,47.53
,59.57,,71.05
21.11,58.49,1011.6,80.44
30.47,,,63.7
15.48,47.83,1004.88,81.68
20.25,44.78,1007.93,40.16
15.87,39.31,1009.95,
22.57,62.4,1009.77,
12.67,48.14,,
21.41,54.2,1011.37,82.28
30.86,70.32,,62.68
23.64,60.95,1014.92,64.91
,42.85,1012.77,93.82
,,1021.47,96.16
24.41,56.9,,77.94
10.28,,1020.43,69.09
14.67,,,
25.15,,,41.84
21.5,44.58,1016.87,
,,1025.78,95.81
,42.8,1014.1,75.77
29.92,67.22,1014.09,50.62
4.15,39.9,1007.62,95.69
15.95,42.24,1017.71,69.32
25.01,66.56,,
27.17,67.17,,81.59
28.14,43.21,,69.32
13.93,44.47,1025.35,81.54
25.83,70.47,1006.24,
24.4,,1016.5,70.96
26.35,69.48,1008.45,70.47
30.99,,1009.41,50.84
,57.19,,
,75.6,1017.48,55.19
29.28,74.33,,
18.35,,,77.94
16.69,,1010.8,96.8
9.59,37.14,1013.8,72.85
10.11,39.35,1015.19,90.74
,57.76,1016.0,
20.92,49.15,1021.15,
22.82,64.63,1020.78,66.73
23.55,51.95,,76.46
30.47,70.83,,46.94
,40.71,,
,39.64,1010.98,83.45
16.98,53.16,1013.95,
,,1010.38,73.44
24.39,63.21,1012.59,80.88
14.69,54.3,1018.01,73.4
26.31,,1001.16,
14.85,58.59,1014.04,89.85
21.95,,1010.29,74.67
,67.83,1008.76,53.22
16.2,65.46,,
27.35,77.95,1012.14,74.14
8.73,41.26,1020.54,91.37
,,1016.72,64.85
13.18,40.24,1016.81,
10.74,,1021.74,94.97
6.28,43.02,,88.13
6.04,41.14,,
16.78,58.95,1017.74,96.24
14.99,,1004.56,
,,1013.58,
32.09,,1003.73,55.65
22.88,63.91,1009.63,
21.95,68.08,,69.36
26.65,63.78,1015.32,
12.57,,,72.44
15.67,41.1,1004.1,77.93
27.97,,,57.24
13.76,45.87,1008.89,87.27
26.91,,1007.55,72.59
25.18,71.98,1006.71,89.86
23.27,,1020.98,71.18
,73.17,1012.0,89.92
18.55,52.84,1004.45,86.82
,,,98.04
7.3,39.72,1020.85,77.83
13.93,39.64,1011.8,82.64
20.33,57.76,1016.47,
32.2,72.29,1008.61,69.94
13.16,43.41,1016.43,79.47
27.26,73.18,,
12.45,,1013.61,91.34
12.04,40.23,,81.28
28.12,73.42,1011.49,80.16
27.21,67.45,1013.83,43.26
26.97,64.45,,53.96
26.99,72.99,,76.1
21.25,,1006.9,
,68.67,1006.0,
15.37,,1019.02,
25.8,44.57,,52.56
,68.61,,
15.98,39.64,1009.31,81.21
24.82,71.94,1010.5,64.67
,45.01,,
8.28,,1023.29,79.44
,67.9,,57.29
26.94,62.91,1011.68,
,46.48,1007.28,78.47
,44.03,1008.3,91.36
,,,47.82
12.31,,1011.15,77.34
16.48,48.92,,64.16
14.07,42.99,1007.57,96.05
,63.94,,
15.41,42.44,1012.6,86.74
,43.71,1024.44,85.68
,,,79.9
,50.59,,
14.85,45.87,1009.37,84.65
,63.21,1013.79,
,,1010.92,92.3
26.84,71.94,1006.6,79.12
,,,87.2
30.19,64.79,,42.47
,42.86,1015.32,84.75
18.6,68.28,1003.27,
,39.4,1011.45,90.65
,73.42,,66.49
15.23,,1020.17,
,41.01,1022.14,
16.38,46.97,1013.6,73.67
18.23,60.95,,78.85
24.62,70.47,,72.71
,39.33,1009.96,95.4
23.19,67.07,1005.67,65.19
13.21,40.56,1018.12,64.49
9.77,34.69,,74.98
30.82,70.36,1006.47,58.79
23.63,,,69.97
24.66,,1018.39,71.79
,41.14,1025.37,94.36
14.79,,,92.4
3.69,38.44,1016.74,
,,1012.19,69.15
,42.34,1018.02,97.49
25.79,,1007.89,
25.72,,1012.37,66.62
11.8,,1020.0,
,42.24,1017.51,67.65
23.51,63.78,1016.1,
25.25,58.46,1015.54,70.76
,58.16,1016.76,
11.73,,1008.24,65.13
27.96,73.42,1011.11,71.93
25.59,72.43,,82.98
,59.87,1019.12,66.12
,65.12,,69.8
,44.89,1009.14,51.79
31.52,76.2,1008.31,
20.36,60.1,1011.21,84.79
13.55,,,
25.44,61.25,1012.57,
11.09,41.58,1020.99,91.09
25.36,60.07,1015.06,66.11
,71.8,1010.81,61.4
,60.29,1017.55,51.22
29.79,,1008.5,48.51
8.37,,1010.36,93.26
8.49,43.69,,85.63
26.85,74.16,1008.66,93.8
29.34,,1005.19,75.19
21.11,,1015.38,77.78
21.12,62.96,1020.83,69.96
,,,
23.74,62.96,1019.65,63.39
32.96,69.75,1008.86,40.23
20.23,52.05,1012.15,47.49
22.46,,,
11.54,45.0,1022.77,80.79
24.62,68.31,,
10.12,,,62.34
15.67,38.62,1015.76,66.29
,,1004.87,76.27
,41.54,,67.65
19.8,,,91.98
22.32,64.27,,
19.75,49.02,1009.38,
25.48,,,53.66
14.84,42.03,1017.47,
21.38,49.21,1012.49,53.77
,47.83,1005.12,82.97
,58.33,1013.81,60.43
27.23,63.9,1014.3,47.19
20.87,63.31,1012.27,79.51
19.4,39.53,1007.96,63.38
21.97,,1016.09,
17.16,40.55,1000.26,72.21
,42.34,,
13.9,44.0,,
9.45,39.04,1023.08,
23.66,62.08,1022.42,64.13
26.91,,1010.75,59.48
,,1005.44,
26.93,,1005.65,60.26
24.59,60.37,,76.81
,74.33,,
20.48,60.29,,72.1
26.55,60.23,,
10.74,43.67,1011.75,80.1
,43.67,1012.69,70.23
,41.66,1013.79,81.96
26.26,71.73,1009.59,
24.9,71.77,1006.24,
28.41,74.16,,
22.72,63.73,1012.63,82.14
33.4,69.98,1013.29,47.78
26.35,59.87,1013.24,73.63
24.58,49.02,,79.32
12.76,42.32,1015.35,78.18
9.64,,1012.9,83.82
10.91,,,74.24
12.27,41.17,,52.18
,,1013.65,48.6
11.04,45.51,,83.42
20.75,60.77,1017.91,
21.31,69.05,1002.46,73.42
25.4,,1013.11,
25.95,65.61,,
27.44,,1010.76,68.67
,58.95,1016.95,86.77
17.48,46.21,1014.02,80.78
,49.83,1006.76,
10.06,39.61,1020.87,
23.21,,1011.78,
,60.32,1015.2,81.1
,,1010.75,66.83
30.96,,1013.63,49.64
14.6,,1023.58,88.21
20.28,63.86,1016.04,74.66
15.47,38.73,1001.13,77.61
11.71,40.05,1014.49,86.09
25.77,68.08,1010.99,73.58
18.13,66.86,1012.9,78.84
11.2,35.76,1019.24,64.59
9.78,43.8,1022.25,
,74.22,1009.99,82.72
,50.66,1014.86,94.87
28.41,66.91,1008.22,57.93
29.64,67.79,1009.99,51.23
24.39,,1009.73,72.24
,74.16,1008.53,61.09
31.56,,1008.91,
17.72,48.14,1013.26,65.09
30.85,67.45,1014.53,32.99
13.19,39.18,,66.78
,,1001.62,40.13
13.99,45.0,1023.83,
24.78,57.19,1008.08,65.4
17.82,,1014.24,77.73
24.9,67.25,1017.77,66.17
11.46,,1014.3,63.24
28.68,,1008.51,45.73
18.2,45.01,,68.14
23.5,50.78,1008.7,57.7
,41.74,1020.07,79.17
15.64,38.28,1014.39,
,,1007.58,97.55
26.18,68.08,1012.92,55.7
10.81,,1023.45,85.89
,65.27,,51.96
25.32,,1011.56,80.1
29.23,72.99,1007.04,63.47
,43.13,1020.25,81.32
17.29,52.72,1024.71,62.32
13.92,39.58,1012.5,80.28
30.15,72.51,1009.37,
,51.3,,
17.34,44.06,1015.84,74.88
14.02,44.47,1028.02,68.97
29.12,,,
10.22,39.64,1010.72,63.05
,74.78,1010.05,60.82
16.5,39.72,1003.05,65.99
,59.21,1018.42,85.89
27.51,71.29,1009.43,76.92
13.1,49.83,1007.29,
,70.32,,65.91
10.79,,1015.15,73.01
,63.94,1013.49,81.61
,70.4,,
22.56,47.43,1006.72,
20.65,,1012.76,
24.31,65.94,,61.61
25.61,,1008.62,54.51
,,,82.19
6.61,36.24,1013.57,91.8
,38.73,,
10.2,41.46,1020.23,84.54
9.26,39.61,1021.18,
12.02,43.69,1016.12,74.07
14.74,43.71,1024.35,81.53
,43.79,,
19.35,,1002.5,
,69.89,1013.96,51.82
12.17,,1013.89,88.98
,,,75.51
16.15,41.85,1016.54,
28.31,50.05,,
32.87,70.8,1009.54,59.85
29.48,73.21,,79.35
,69.59,1009.0,
7.71,40.71,,95.48
,70.47,,
31.41,,1011.1,57.05
5.28,45.87,1008.25,97.88
10.19,,1020.58,91.64
,40.27,1005.09,92.42
,54.3,1017.89,79.08
10.96,37.5,,79.54
19.36,39.54,1008.97,58.92
31.23,,1004.93,
32.77,71.32,1007.68,42.39
,,,90.79
,,1006.95,79.63
,,1009.88,
18.62,,1018.45,73.39
16.72,,1015.46,
21.07,67.07,1004.64,86.16
31.08,59.57,,60.49
22.85,60.08,1018.05,67.12
22.99,,1013.93,
11.12,44.92,1025.58,
16.63,,1012.25,
28.85,,1011.69,51.8
,70.32,1007.44,53.26
30.73,69.89,1015.0,
27.17,61.02,1011.38,
30.15,69.88,1007.2,73.67
13.18,,,95.44
28.44,69.84,,68.24
,77.95,1009.83,57.86
,,1017.69,65.44
,59.14,,
,,1010.11,
,69.51,1009.51,65.02
7.97,39.04,,65.17
30.07,,,75.68
,,1009.7,86.53
13.65,39.28,1012.97,79.64
24.1,,1008.2,61.81
,69.13,,
17.69,44.34,,61.12
5.42,41.38,1020.77,86.02
,73.68,1014.45,
26.59,59.92,1009.97,
28.74,71.14,,48.6
,36.3,1027.11,75.89
18.5,,,66.81
,71.85,1008.25,58.09
18.31,,1010.46,82.15
27.14,64.27,1012.71,54.4
,49.82,1015.48,55.8
22.72,69.84,,83.9
10.63,,,92.68
,,1011.06,94.35
26.85,,1001.2,
9.74,,1019.12,98.39
16.34,,1008.08,52.8
18.36,62.1,,79.09
,37.8,1020.47,60.67
7.34,,1023.01,
28.17,72.43,1007.37,68.92
23.92,66.54,1009.93,62.37
12.17,,,
,70.72,1009.61,
,60.29,,50.83
,,1001.96,62.77
,,1009.0,91.79
,,1014.15,
,70.32,,89.0
31.27,69.13,1009.45,57.01
25.69,73.18,1012.64,86.35
10.16,40.8,1028.13,86.39
30.49,70.32,,66.33
28.45,,1013.07,39.46
22.04,58.05,1013.11,85.22
13.18,40.03,,82.29
31.41,76.09,1007.68,70.49
11.3,25.36,,96.18
24.22,68.51,1013.23,74.96
16.21,,,
14.55,,1018.58,80.8
15.04,41.35,1004.29,99.1
,61.5,1008.34,76.22
30.16,73.17,1010.74,
13.34,41.79,1011.48,
,,,96.46
8.54,38.08,1019.75,71.24
,,1018.07,54.83
,44.88,1017.56,
16.73,43.79,1016.25,73.58
,,,
20.1,58.95,1018.46,80.87
20.82,,,
14.28,,1020.06,81.77
,,1016.46,
12.62,34.03,1019.06,74.78
16.1,36.71,1013.58,74.41
14.46,45.87,,84.09
13.96,40.92,1022.65,73.08
24.54,48.06,,55.18
31.27,,1003.27,
,73.9,1007.57,
31.21,66.44,1008.57,
9.48,44.68,,92.9
21.16,65.48,1016.99,72.79
,61.45,1011.13,92.22
15.35,35.4,1016.3,57.12
,,1006.99,86.49
31.2,,1010.28,53.23
27.71,66.93,1016.85,58.77
6.98,40.35,,94.72
,76.86,,74.67
10.22,,1018.27,93.62
11.87,36.43,1023.42,79.5
,74.22,1009.68,88.46
25.95,59.92,1010.05,76.05
11.21,,1016.45,86.14
32.45,66.44,1011.21,50.18
19.09,65.94,,
